Compound;SMILES;Cluster;Center;Smiles;RMSD;Model.ID;Energy;nRot;;;;;;
CHEMBL1682605;CCc1ccccc1NC(=S)NCCCN1C[C@H](C)C[C@@](C)(O)[C@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@@H](C)[C@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@@H](C)C(=O)O[C@H](CC)[C@@](C)(O)[C@H](O)[C@H]1C;0;No;CCc1ccccc1NC(=S)NCCCN1C[C@H](C)C[C@](C)([C@@H]([C@@H](C)[C@@H]([C@@H](C)C(=O)O[C@H](CC)[C@](C)([C@@H]([C@H]1C)O)O)O[C@H]1C[C@](C)([C@H]([C@H](C)O1)O)OC)O[C@H]1[C@@H]([C@H](C[C@@H](C)O1)N(C)C)O)O;0.058244754;1;-11.6;15;;;;;;
CHEMBL1682606;CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)CN(CCCNC(=O)Nc2ccc3c(c2)OCO3)[C@H](C)[C@@H](O)[C@]1(C)O;0;No;CC[C@@H]1[C@@]([C@@H]([C@@H](C)N(C[C@@H](C[C@@]([C@@H]([C@H]([C@@H]([C@H](C(=O)O1)C)O[C@H]1C[C@](C)([C@H]([C@H](C)O1)O)OC)C)O[C@H]1[C@@H]([C@H](C[C@@H](C)O1)N(C)C)O)(C)O)C)CCCNC(=O)Nc1ccc2c(c1)OCO2)O)(C)O;0.06377475;1;-12.5;12;;;;;;
CHEMBL1682607;CC[C@H]1OC(=O)[C@@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)CN(CCCNC(=S)NC(=O)c2ccccc2)[C@H](C)[C@@H](O)[C@]1(C)O;0;No;CC[C@@H]1[C@@]([C@@H]([C@@H](C)N(C[C@@H](C[C@@]([C@@H]([C@H]([C@@H]([C@@H](C(=O)O1)C)O[C@H]1C[C@](C)([C@H]([C@H](C)O1)O)OC)C)O[C@H]1[C@@H]([C@H](C[C@@H](C)O1)N(C)C)O)(C)O)C)CCCNC(=S)NC(=O)c1ccccc1)O)(C)O;0.108500153;1;-12;14;;;;;;
CHEMBL1682701;CCCCNC(=S)NCCCN1C[C@H](C)C[C@@](C)(O)[C@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@@H](C)[C@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@@H](C)C(=O)O[C@H](CC)[C@@](C)(O)[C@H](O)[C@H]1C;0;No;CCCCNC(=S)NCCCN1C[C@H](C)C[C@](C)([C@@H]([C@@H](C)[C@@H]([C@@H](C)C(=O)O[C@H](CC)[C@](C)([C@@H]([C@H]1C)O)O)O[C@H]1C[C@](C)([C@H]([C@H](C)O1)O)OC)O[C@H]1[C@@H]([C@H](C[C@@H](C)O1)N(C)C)O)O;0.0637604;1;-10.9;16;;;;;;
CHEMBL1682706;CC[C@@H]1OC(=O)[C@H](C)[C@@H](O[C@@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@@H](C)[C@H](O[C@@H]2O[C@@H](C)C[C@@H](N(C)C)[C@@H]2O)[C@](C)(O)C[C@@H](C)CN(CCCNC(=O)NC2CCCCC2)[C@H](C)[C@@H](O)[C@]1(C)O;0;No;CC[C@H]1[C@@]([C@@H]([C@@H](C)N(C[C@@H](C[C@@]([C@H]([C@@H]([C@@H]([C@H](C(=O)O1)C)O[C@@H]1C[C@@]([C@H]([C@H](C)O1)O)(C)OC)C)O[C@H]1[C@H]([C@@H](C[C@H](C)O1)N(C)C)O)(C)O)C)CCCNC(=O)NC1CCCCC1)O)(C)O;0.114505216;1;-12.1;12;;;;;;
CHEMBL1682718;CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)CN(CCCNC(=S)Nc2cccnc2)[C@H](C)[C@@H](O)[C@]1(C)O;0;No;CC[C@@H]1[C@@]([C@@H]([C@@H](C)N(C[C@@H](C[C@@]([C@H]([C@H]([C@@H]([C@H](C(=O)O1)C)O[C@H]1C[C@](C)([C@H]([C@H](C)O1)O)OC)C)O[C@H]1[C@@H]([C@H](C[C@@H](C)O1)N(C)C)O)(C)O)C)CCCNC(=S)Nc1cccnc1)O)(C)O;0.057460912;1;-11.9;14;;;;;;
CHEMBL1774290;CCCN1C[C@H](C)C[C@@](C)(O)[C@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@@H](C)C(=O)O[C@H](CC)[C@@](C)(O)[C@H](O)[C@H]1C;0;Yes;CCCN1C[C@H](C)C[C@](C)([C@@H]([C@@H](C)[C@H]([C@@H](C)C(=O)O[C@H](CC)[C@](C)([C@@H]([C@H]1C)O)O)O[C@H]1C[C@](C)([C@H]([C@H](C)O1)O)OC)O[C@H]1[C@@H]([C@H](C[C@@H](C)O1)N(C)C)O)O;0.063617207;1;-11.3;9;;;;;;
CHEMBL1774293;CCNC(=O)N1C[C@H](C)C[C@@](C)(O)[C@H](O[C@H]2O[C@@H](C)C[C@@H](N(C)C)[C@@H]2O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@@H](C)C(=O)O[C@H](CC)[C@@](C)(O)[C@H](O)[C@H]1C;0;No;CCNC(=O)N1C[C@H](C)C[C@](C)([C@@H]([C@H](C)[C@H]([C@@H](C)C(=O)O[C@H](CC)[C@](C)([C@@H]([C@H]1C)O)O)O[C@H]1C[C@](C)([C@H]([C@H](C)O1)O)OC)O[C@@H]1[C@H]([C@@H](C[C@H](C)O1)N(C)C)O)O;0.089961104;1;-12;8;;;;;;
CHEMBL1774452;CC[C@@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)CN(Cc2ccc(F)cc2)[C@H](C)[C@@H](O)[C@]1(C)O;0;No;CC[C@H]1[C@@]([C@@H]([C@@H](C)N(C[C@@H](C[C@@]([C@@H]([C@H]([C@@H]([C@H](C(=O)O1)C)O[C@H]1C[C@](C)([C@H]([C@H](C)O1)O)OC)C)O[C@H]1[C@@H]([C@H](C[C@@H](C)O1)N(C)C)O)(C)O)C)Cc1ccc(cc1)F)O)(C)O;0.035915084;1;-12.1;9;;;;;;
CHEMBL1774624;CCNC(=O)NCCN1C[C@H](C)C[C@@](C)(O)[C@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@@H](C)[C@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@@H](C)C(=O)O[C@H](CC)[C@@](C)(O)[C@H](O)[C@H]1C;0;No;CCNC(=O)NCCN1C[C@H](C)C[C@](C)([C@@H]([C@@H](C)[C@@H]([C@@H](C)C(=O)O[C@H](CC)[C@](C)([C@@H]([C@H]1C)O)O)O[C@H]1C[C@](C)([C@H]([C@H](C)O1)O)OC)O[C@H]1[C@@H]([C@H](C[C@@H](C)O1)N(C)C)O)O;0.078429207;1;-11.9;11;;;;;;
CHEMBL1774626;CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)CN(CCNC(=O)NCc2ccccc2)[C@H](C)[C@@H](O)[C@]1(C)O;0;No;CC[C@@H]1[C@@]([C@@H]([C@@H](C)N(C[C@@H](C[C@@]([C@@H]([C@H]([C@@H]([C@H](C(=O)O1)C)O[C@H]1C[C@](C)([C@H]([C@H](C)O1)O)OC)C)O[C@H]1[C@@H]([C@H](C[C@@H](C)O1)N(C)C)O)(C)O)C)CCNC(=O)NCc1ccccc1)O)(C)O;0.105330475;1;-12.5;12;;;;;;
CHEMBL1774633;CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)CN(CCNC(=S)NCc2ccccc2)[C@H](C)[C@@H](O)[C@]1(C)O;0;No;CC[C@@H]1[C@@]([C@@H]([C@@H](C)N(C[C@@H](C[C@@]([C@@H]([C@H]([C@@H]([C@H](C(=O)O1)C)O[C@H]1C[C@](C)([C@H]([C@H](C)O1)O)OC)C)O[C@H]1[C@@H]([C@H](C[C@@H](C)O1)N(C)C)O)(C)O)C)CCNC(=S)NCc1ccccc1)O)(C)O;0.071384735;1;-11.2;14;;;;;;
CHEMBL1778154;CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C[C@H](C)O)[C@H]2O)[C@](C)(O)C[C@@H](C)[C@H](O)[C@H](C)[C@@H](O)[C@]1(C)O;0;No;CC[C@@H]1[C@@]([C@@H]([C@H]([C@H]([C@@H](C[C@@]([C@H]([C@H]([C@@H]([C@H](C(=O)O1)C)O[C@H]1C[C@](C)([C@H]([C@H](C)O1)O)OC)C)O[C@H]1[C@@H]([C@H](C[C@@H](C)O1)N(C)C[C@H](C)O)O)(C)O)C)O)C)O)(C)O;0.098431796;1;-11;9;;;;;;
CHEMBL1778155;CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)CC(C)(C)O)[C@H]2O)[C@](C)(O)C[C@@H](C)[C@H](O)[C@H](C)[C@@H](O)[C@]1(C)O;0;No;CC[C@@H]1[C@@]([C@@H]([C@H]([C@H]([C@@H](C[C@@]([C@@H]([C@H]([C@@H]([C@H](C(=O)O1)C)O[C@H]1C[C@](C)([C@H]([C@H](C)O1)O)OC)C)O[C@H]1[C@@H]([C@H](C[C@@H](C)O1)N(C)CC(C)(C)O)O)(C)O)C)O)C)O)(C)O;0.118559226;1;-11.2;9;;;;;;
CHEMBL1796198;CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@H](OC(=O)NNC(=O)c3ccc4[nH]cnc4c3)[C@@H](C)O2)[C@@H](C)[C@H](O[C@@H]2O[C@@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(OC)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O;0;No;CC[C@@H]1[C@@]([C@@H]([C@H](C(=O)[C@@H](C[C@@]([C@H]([C@@H]([C@@H]([C@H](C(=O)O1)C)O[C@H]1C[C@](C)([C@@H]([C@@H](C)O1)OC(=O)NNC(=O)c1ccc2c(c1)nc[nH]2)OC)C)O[C@H]1[C@@H]([C@H](C[C@H](C)O1)N(C)C)O)(C)OC)C)C)O)(C)O;0.092424594;1;-12.5;12;;;;;;
CHEMBL1933209;CC[C@H]1OC(=O)[C@H](C)[C@@H](OC(=O)Cc2cccc([N+](=O)[O-])c2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C3CC3)[C@H]2O)[C@](C)(OC)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O;0;No;CC[C@@H]1[C@@]([C@@H]([C@H](C(=O)[C@@H](C[C@@]([C@@H]([C@H]([C@@H]([C@H](C(=O)O1)C)OC(=O)Cc1cccc(c1)[N+](=O)[O-])C)O[C@H]1[C@@H]([C@H](C[C@@H](C)O1)N(C)C1CC1)O)(C)OC)C)C)O)(C)O;0.085843287;1;-12.1;11;;;;;;
CHEMBL1933211;CC[C@H]1OC(=O)[C@H](C)[C@@H](OC(=O)Cc2ccc([N+](=O)[O-])cc2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H](N(C)C3CC3)[C@@H]2O)[C@](C)(OC)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O;0;No;CC[C@@H]1[C@@]([C@@H]([C@H](C(=O)[C@@H](C[C@@]([C@@H]([C@H]([C@@H]([C@H](C(=O)O1)C)OC(=O)Cc1ccc(cc1)[N+](=O)[O-])C)O[C@H]1[C@H]([C@@H](C[C@@H](C)O1)N(C)C1CC1)O)(C)OC)C)C)O)(C)O;0.045107018;1;-12;11;;;;;;
CHEMBL1935603;C=CCN(C)[C@@H]1C[C@H](C)O[C@@H](O[C@@H]2[C@@H](C)[C@H](OC(=O)Cc3ccccc3F)[C@@H](C)C(=O)O[C@H](CC)[C@@](C)(O)[C@H](O)[C@@H](C)C(=O)[C@H](C)C[C@@]2(C)OC)[C@H]1O;0;No;C=CCN(C)[C@@H]1C[C@H](C)O[C@H]([C@H]1O)O[C@@H]1[C@@H](C)[C@@H]([C@@H](C)C(=O)O[C@H](CC)[C@](C)([C@@H]([C@@H](C)C(=O)[C@H](C)C[C@@]1(C)OC)O)O)OC(=O)Cc1ccccc1F;0.078797855;1;-11.6;11;;;;;;
CHEMBL1935699;CC[C@H]1OC(=O)[C@@H](C)[C@@H](OC(=O)Cc2ccccc2F)[C@H](C)[C@@H](O[C@H]2O[C@H](C)C[C@@H](N(C)Cc3ccccc3)[C@@H]2O)[C@](C)(OC)C[C@@H](C)C(=O)[C@@H](C)[C@@H](O)[C@]1(C)O;0;No;CC[C@@H]1[C@@]([C@@H]([C@@H](C(=O)[C@@H](C[C@@]([C@@H]([C@H]([C@@H]([C@@H](C(=O)O1)C)OC(=O)Cc1ccccc1F)C)O[C@@H]1[C@H]([C@@H](C[C@@H](C)O1)N(C)Cc1ccccc1)O)(C)OC)C)C)O)(C)O;0.060814839;1;-11.7;11;;;;;;
CHEMBL2022723;CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H]3[C@H]2OC(=O)N3C)[C@](C)(OC)C[C@@H](C)C(=O)N[C@H](C)[C@@H](O)[C@]1(C)O;0;No;CC[C@@H]1[C@@]([C@@H]([C@@H](C)NC(=O)[C@@H](C[C@@]([C@@H]([C@H]([C@@H]([C@H](C(=O)O1)C)O[C@H]1C[C@](C)([C@H]([C@H](C)O1)O)OC)C)O[C@H]1[C@H]2[C@H](C[C@@H](C)O1)N(C(=O)O2)C)(C)OC)C)O)(C)O;0.109232463;1;-12.5;7;;;;;;
CHEMBL2023935;CC[C@H]1OC(=O)[C@H](C)[C@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@@H](C)[C@H](O[C@@H]2O[C@H](C)C[C@H]3[C@@H]2OC(=O)N3CC)[C@](C)(O)C[C@@H](C)CN(C)[C@H](C)[C@@H](O)[C@]1(C)O;0;No;CC[C@@H]1[C@@]([C@@H]([C@@H](C)N(C[C@@H](C[C@@]([C@H]([C@@H]([C@H]([C@H](C(=O)O1)C)O[C@H]1C[C@](C)([C@H]([C@H](C)O1)O)OC)C)O[C@H]1[C@@H]2[C@H](C[C@@H](C)O1)N(C(=O)O2)CC)(C)O)C)C)O)(C)O;0.074483335;1;-11.6;7;;;;;;
CHEMBL2029745;CC[C@H]1OC(=O)[C@H](C)[C@@H](O)[C@H](C)[C@H](O)[C@](C)(O)C[C@@H](C)CN(CCCNCc2ccc3ccccc3n2)[C@H](C)[C@@H](O)[C@]1(C)O;0;No;CC[C@@H]1[C@@]([C@@H]([C@@H](C)N(C[C@@H](C[C@@]([C@H]([C@H]([C@@H]([C@H](C(=O)O1)C)O)C)O)(C)O)C)CCCNCc1ccc2ccccc2n1)O)(C)O;0.085959628;1;-12.7;7;;;;;;
CHEMBL2029750;CC[C@H]1OC(=O)[C@H](C)[C@@H](O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)CN(CCCNCc2ccnc3ccccc23)[C@H](C)[C@@H](O)[C@]1(C)O;0;No;CC[C@@H]1[C@@]([C@@H]([C@@H](C)N(C[C@@H](C[C@@]([C@@H]([C@H]([C@@H]([C@H](C(=O)O1)C)O)C)O[C@H]1[C@@H]([C@H](C[C@@H](C)O1)N(C)C)O)(C)O)C)CCCNCc1ccnc2ccccc12)O)(C)O;0.066363186;1;-12.4;10;;;;;;
CHEMBL2029753;CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)CN(CCC(=O)NCCCCc2ccccc2)[C@H](C)[C@@H](O)[C@]1(C)O;0;No;CC[C@@H]1[C@@]([C@@H]([C@@H](C)N(C[C@@H](C[C@@]([C@H]([C@H]([C@@H]([C@H](C(=O)O1)C)O[C@H]1C[C@](C)([C@H]([C@H](C)O1)O)OC)C)O[C@H]1[C@@H]([C@H](C[C@@H](C)O1)N(C)C)O)(C)O)C)CCC(=O)NCCCCc1ccccc1)O)(C)O;0.102052502;1;-11.6;15;;;;;;
CHEMBL2029764;CC[C@H]1OC(=O)[C@H](C)[C@@H](O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)CN(CCCNC(=O)[C@H](C)c2ccc3cc(OC)ccc3c2)[C@H](C)[C@@H](O)[C@]1(C)O;0;No;CC[C@@H]1[C@@]([C@@H]([C@@H](C)N(C[C@@H](C[C@@]([C@@H]([C@H]([C@@H]([C@H](C(=O)O1)C)O)C)O[C@H]1[C@@H]([C@H](C[C@@H](C)O1)N(C)C)O)(C)O)C)CCCNC(=O)[C@H](C)c1ccc2cc(ccc2c1)OC)O)(C)O;0.118722871;1;-12.2;11;;;;;;
CHEMBL2029765;CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)CN(CCCNC(=O)c2ocnc2C)[C@H](C)[C@@H](O)[C@]1(C)O;0;No;CC[C@@H]1[C@@]([C@@H]([C@@H](C)N(C[C@@H](C[C@@]([C@@H]([C@H]([C@@H]([C@H](C(=O)O1)C)O[C@H]1C[C@](C)([C@H]([C@H](C)O1)O)OC)C)O[C@H]1[C@@H]([C@H](C[C@@H](C)O1)N(C)C)O)(C)O)C)CCCNC(=O)c1c(C)nco1)O)(C)O;0.063744098;1;-12.2;12;;;;;;
CHEMBL203272;CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@@H]2C[C@@](C)(OC)[C@@H](OC(=O)CC(=O)OCc3ccccc3)[C@H](C)O2)[C@H](C)[C@@H](O[C@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O;0;No;CC[C@@H]1[C@@]([C@@H]([C@H](C(=O)[C@@H](C[C@@]([C@@H]([C@H]([C@@H]([C@H](C(=O)O1)C)O[C@@H]1C[C@](C)([C@H]([C@H](C)O1)OC(=O)CC(=O)OCc1ccccc1)OC)C)O[C@@H]1[C@@H]([C@H](C[C@@H](C)O1)N(C)C)O)(C)O)C)C)O)(C)O;0.10600014;1;-11.8;14;;;;;;
CHEMBL2041573;CC[C@H]1OC(=O)[C@H](C)[C@@H](O)[C@@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2OCCCNCc2cnc3ccccc3c2)[C@](C)(O)C[C@@H](C)CN(C)[C@H](C)[C@@H](O)[C@]1(C)O;0;No;CC[C@@H]1[C@@]([C@@H]([C@@H](C)N(C[C@@H](C[C@@]([C@@H]([C@@H]([C@@H]([C@H](C(=O)O1)C)O)C)O[C@H]1[C@@H]([C@H](C[C@@H](C)O1)N(C)C)OCCCNCc1cnc2ccccc2c1)(C)O)C)C)O)(C)O;0.102367461;1;-10.9;11;;;;;;
CHEMBL2106182;CCOC(=O)O[C@H]1[C@H](O[C@@H]2[C@@H](C)[C@H](O[C@H]3C[C@@](C)(OC)[C@@H](O)[C@H](C)O3)[C@@H](C)C(=O)O[C@H](CC)[C@@](C)(O)[C@H](O)[C@@H](C)C(=O)[C@H](C)C[C@@]2(C)O)O[C@H](C)C[C@@H]1N(C)C;0;No;CCOC(=O)O[C@H]1[C@H](O[C@@H]2[C@@H](C)[C@@H]([C@@H](C)C(=O)O[C@H](CC)[C@](C)([C@@H]([C@@H](C)C(=O)[C@H](C)C[C@@]2(C)O)O)O)O[C@H]2C[C@](C)([C@H]([C@H](C)O2)O)OC)O[C@H](C)C[C@@H]1N(C)C;0.095272563;1;-11.8;11;;;;;;
CHEMBL2115261;CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@](O)(CN)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)CN[C@H](C)[C@@H](O)[C@]1(C)O;0;No;CC[C@@H]1[C@@]([C@@H]([C@@H](C)NC[C@@H](C[C@@]([C@@H]([C@H]([C@@H]([C@H](C(=O)O1)C)O[C@H]1C[C@](C)([C@@](CN)([C@H](C)O1)O)OC)C)O[C@H]1[C@@H]([C@H](C[C@@H](C)O1)N(C)C)O)(C)O)C)O)(C)O;0.081602827;1;-11.2;8;;;;;;
CHEMBL2146792;CO[C@]1(C)C[C@@H](C)[C@H](O)[C@H](C)CN(C)CCOC(=O)[C@@H](C)C(=O)[C@H](C)[C@H]1O[C@@H]1O[C@H](C)C[C@H](N(C)C)[C@H]1O;0;No;CO[C@]1(C)C[C@@H](C)[C@@H]([C@H](C)CN(C)CCOC(=O)[C@@H](C)C(=O)[C@H](C)[C@H]1O[C@H]1[C@@H]([C@H](C[C@@H](C)O1)N(C)C)O)O;0.061911106;1;-11.2;4;;;;;;
CHEMBL2159135;CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@@H](C)[C@H](O[C@@H]2O[C@H](C)C[C@H]3[C@@H]2O/C(=N\C(C)(C)C)N3C)[C@](C)(OC)C[C@@H](C)C(=O)N[C@H](C)[C@@H](O)[C@]1(C)O;0;No;CC[C@@H]1[C@@]([C@@H]([C@@H](C)NC(=O)[C@@H](C[C@@]([C@H]([C@@H]([C@@H]([C@H](C(=O)O1)C)O[C@H]1C[C@](C)([C@H]([C@H](C)O1)O)OC)C)O[C@H]1[C@@H]2[C@H](C[C@@H](C)O1)N(/C(=N/C(C)(C)C)/O2)C)(C)OC)C)O)(C)O;0.113593318;1;-11.9;9;;;;;;
CHEMBL225673;CC[C@H]1OC(=O)[C@H](C)[C@@H](OC(=O)Cc2ccc([N+](=O)[O-])cc2)[C@H](C)[C@H](O[C@@H]2O[C@H](C)C[C@@H](N(C)C)[C@@H]2O)[C@](C)(O)C[C@@H](C)CN(C(=O)Nc2ccc(Cl)cc2Cl)[C@@H](C)[C@@H](O)[C@]1(C)O;0;No;CC[C@@H]1[C@@]([C@@H]([C@H](C)N(C[C@@H](C[C@@]([C@H]([C@H]([C@@H]([C@H](C(=O)O1)C)OC(=O)Cc1ccc(cc1)[N+](=O)[O-])C)O[C@H]1[C@H]([C@@H](C[C@@H](C)O1)N(C)C)O)(C)O)C)C(=O)Nc1ccc(cc1Cl)Cl)O)(C)O;0.090667762;1;-12.9;10;;;;;;
CHEMBL226427;CC[C@H]1OC(=O)[C@H](C)[C@@H](O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@H](C)CN(C(=S)NCc2ccccc2)[C@H](C)[C@@H](O)[C@]1(C)O;0;No;CC[C@@H]1[C@@]([C@@H]([C@@H](C)N(C[C@H](C[C@@]([C@@H]([C@H]([C@@H]([C@H](C(=O)O1)C)O)C)O[C@H]1[C@@H]([C@H](C[C@@H](C)O1)N(C)C)O)(C)O)C)C(=S)NCc1ccccc1)O)(C)O;0.05932273;1;-11.3;8;;;;;;
CHEMBL2304202;CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@@](C)(O)C[C@@H](C)[C@@H]2O[C@]1(C)[C@H](N)[C@H]2C;0;No;CC[C@@H]1[C@@]2(C)[C@@H]([C@H]([C@H]([C@@H](C[C@]([C@H]([C@H]([C@@H]([C@H](C(=O)O1)C)O[C@H]1C[C@](C)([C@H]([C@H](C)O1)O)OC)C)O[C@H]1[C@@H]([C@H](C[C@@H](C)O1)N(C)C)O)(C)O)C)O2)C)N;0.074509151;1;-11;7;;;;;;
CHEMBL2316696;CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](OC(=O)NCCCCNC(=O)c3cc([N+](=O)[O-])cc([N+](=O)[O-])c3)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)CN(C)[C@H](C)[C@@H](OC(=O)NCc2ccc(F)c(F)c2)[C@]1(C)O;0;No;CC[C@@H]1[C@@]([C@@H]([C@@H](C)N(C[C@@H](C[C@@]([C@@H]([C@H]([C@@H]([C@H](C(=O)O1)C)O[C@H]1C[C@](C)([C@H]([C@H](C)O1)OC(=O)NCCCCNC(=O)c1cc(cc(c1)[N+](=O)[O-])[N+](=O)[O-])OC)C)O[C@H]1[C@@H]([C@H](C[C@@H](C)O1)N(C)C)O)(C)O)C)C)OC(=O)NCc1ccc(c(c1)F)F)(C)O;0.091171712;1;-10.9;21;;;;;;
CHEMBL2368387;CC[C@@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)/N=C2\O[C@@]1(C)[C@H](O)[C@H]2C;0;No;C\1/2=N/[C@@H](C[C@@]([C@@H]([C@H]([C@@H]([C@H](C(=O)O[C@H]([C@@]([C@@H]([C@H]1C)O)(C)O2)CC)C)O[C@H]1C[C@@]([C@H]([C@H](C)O1)O)(C)OC)C)O[C@H]1[C@@H]([C@H](C[C@@H](C)O1)N(C)C)O)(C)O)C;0.066421539;1;-11.1;7;;;;;;
